source	pathway_id	pathway_name	n_genes	primary_10_500_flag
GO_BP	GO:0010513	positive regulation of phosphatidylinositol biosynthetic process	3	0
GO_BP	GO:0010517	regulation of phospholipase activity	4	0
GO_BP	GO:0010518	positive regulation of phospholipase activity	4	0
GO_BP	GO:0010520	regulation of reciprocal meiotic recombination	3	0
GO_BP	GO:0010522	regulation of calcium ion transport into cytosol	17	1
GO_BP	GO:0010523	negative regulation of calcium ion transport into cytosol	4	0
GO_BP	GO:0010524	positive regulation of calcium ion transport into cytosol	12	1
GO_BP	GO:0010526	transposable element silencing	43	1
GO_BP	GO:0010543	regulation of platelet activation	53	1
GO_BP	GO:0010544	negative regulation of platelet activation	17	1
GO_BP	GO:0010549	regulation of membrane disassembly	1	0
GO_BP	GO:0010556	regulation of macromolecule biosynthetic process	4678	0
GO_BP	GO:0010557	positive regulation of macromolecule biosynthetic process	2419	0
GO_BP	GO:0010558	negative regulation of macromolecule biosynthetic process	2066	0
GO_BP	GO:0010559	regulation of glycoprotein biosynthetic process	36	1
GO_BP	GO:0010560	positive regulation of glycoprotein biosynthetic process	14	1
GO_BP	GO:0010561	negative regulation of glycoprotein biosynthetic process	16	1
GO_BP	GO:0010562	positive regulation of phosphorus metabolic process	74	1
GO_BP	GO:0010563	negative regulation of phosphorus metabolic process	32	1
GO_BP	GO:0010564	regulation of cell cycle process	691	0
GO_BP	GO:0010565	regulation of ketone metabolic process	129	1
GO_BP	GO:0010566	regulation of ketone biosynthetic process	22	1
GO_BP	GO:0010569	regulation of double-strand break repair via homologous recombination	83	1
GO_BP	GO:0010571	positive regulation of nuclear cell cycle DNA replication	6	0
GO_BP	GO:0010572	positive regulation of platelet activation	12	1
GO_BP	GO:0010573	vascular endothelial growth factor production	6	0
GO_BP	GO:0010574	regulation of vascular endothelial growth factor production	32	1
GO_BP	GO:0010575	positive regulation of vascular endothelial growth factor production	30	1
GO_BP	GO:0010585	L-glutamine secretion	1	0
GO_BP	GO:0010586	miRNA metabolic process	19	1
GO_BP	GO:0010587	miRNA catabolic process	12	1
GO_BP	GO:0010591	regulation of lamellipodium assembly	35	1
GO_BP	GO:0010592	positive regulation of lamellipodium assembly	26	1
GO_BP	GO:0010593	negative regulation of lamellipodium assembly	5	0
GO_BP	GO:0010594	regulation of endothelial cell migration	166	1
GO_BP	GO:0010595	positive regulation of endothelial cell migration	106	1
GO_BP	GO:0010596	negative regulation of endothelial cell migration	53	1
GO_BP	GO:0010603	regulation of cytoplasmic mRNA processing body assembly	6	0
GO_BP	GO:0010604	positive regulation of macromolecule metabolic process	2988	0
GO_BP	GO:0010605	negative regulation of macromolecule metabolic process	2431	0
GO_BP	GO:0010606	positive regulation of cytoplasmic mRNA processing body assembly	6	0
GO_BP	GO:0010608	post-transcriptional regulation of gene expression	498	1
GO_BP	GO:0010609	mRNA localization resulting in post-transcriptional regulation of gene expression	2	0
GO_BP	GO:0010610	regulation of mRNA stability involved in response to stress	1	0
GO_BP	GO:0010611	regulation of cardiac muscle hypertrophy	56	1
GO_BP	GO:0010612	regulation of cardiac muscle adaptation	11	1
GO_BP	GO:0010613	positive regulation of cardiac muscle hypertrophy	24	1
GO_BP	GO:0010614	negative regulation of cardiac muscle hypertrophy	32	1
GO_BP	GO:0010615	positive regulation of cardiac muscle adaptation	2	0
GO_BP	GO:0010616	negative regulation of cardiac muscle adaptation	8	0
GO_BP	GO:0010623	programmed cell death involved in cell development	2	0
GO_BP	GO:0010624	regulation of Schwann cell proliferation	6	0
GO_BP	GO:0010626	negative regulation of Schwann cell proliferation	6	0
GO_BP	GO:0010628	positive regulation of gene expression	1083	0
GO_BP	GO:0010629	negative regulation of gene expression	1006	0
GO_BP	GO:0010630	regulation of transcription, start site selection	1	0
GO_BP	GO:0010631	epithelial cell migration	21	1
GO_BP	GO:0010632	regulation of epithelial cell migration	61	1
GO_BP	GO:0010633	negative regulation of epithelial cell migration	16	1
GO_BP	GO:0010634	positive regulation of epithelial cell migration	42	1
GO_BP	GO:0010635	regulation of mitochondrial fusion	16	1
GO_BP	GO:0010636	positive regulation of mitochondrial fusion	5	0
GO_BP	GO:0010637	negative regulation of mitochondrial fusion	10	1
GO_BP	GO:0010638	positive regulation of organelle organization	463	1
GO_BP	GO:0010639	negative regulation of organelle organization	306	1
GO_BP	GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	23	1
GO_BP	GO:0010641	positive regulation of platelet-derived growth factor receptor signaling pathway	6	0
GO_BP	GO:0010642	negative regulation of platelet-derived growth factor receptor signaling pathway	14	1
GO_BP	GO:0010643	cell communication by chemical coupling	1	0
GO_BP	GO:0010644	cell communication by electrical coupling	19	1
GO_BP	GO:0010645	regulation of cell communication by chemical coupling	1	0
GO_BP	GO:0010646	regulation of cell communication	3330	0
GO_BP	GO:0010647	positive regulation of cell communication	1685	0
GO_BP	GO:0010648	negative regulation of cell communication	1351	0
GO_BP	GO:0010649	regulation of cell communication by electrical coupling	16	1
GO_BP	GO:0010650	positive regulation of cell communication by electrical coupling	3	0
GO_BP	GO:0010652	positive regulation of cell communication by chemical coupling	1	0
GO_BP	GO:0010656	negative regulation of muscle cell apoptotic process	43	1
GO_BP	GO:0010657	muscle cell apoptotic process	8	0
GO_BP	GO:0010658	striated muscle cell apoptotic process	5	0
GO_BP	GO:0010659	cardiac muscle cell apoptotic process	5	0
GO_BP	GO:0010660	regulation of muscle cell apoptotic process	66	1
GO_BP	GO:0010661	positive regulation of muscle cell apoptotic process	23	1
GO_BP	GO:0010662	regulation of striated muscle cell apoptotic process	35	1
GO_BP	GO:0010663	positive regulation of striated muscle cell apoptotic process	11	1
GO_BP	GO:0010664	negative regulation of striated muscle cell apoptotic process	25	1
GO_BP	GO:0010665	regulation of cardiac muscle cell apoptotic process	31	1
GO_BP	GO:0010666	positive regulation of cardiac muscle cell apoptotic process	11	1
GO_BP	GO:0010667	negative regulation of cardiac muscle cell apoptotic process	21	1
GO_BP	GO:0010668	ectodermal cell differentiation	3	0
GO_BP	GO:0010669	epithelial structure maintenance	35	1
GO_BP	GO:0010700	negative regulation of norepinephrine secretion	5	0
GO_BP	GO:0010701	positive regulation of norepinephrine secretion	3	0
GO_BP	GO:0010705	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	1	0
GO_BP	GO:0010710	regulation of collagen catabolic process	4	0
GO_BP	GO:0010711	negative regulation of collagen catabolic process	1	0
GO_BP	GO:0010712	regulation of collagen metabolic process	42	1
GO_BP	GO:0010713	negative regulation of collagen metabolic process	16	1
GO_BP	GO:0010714	positive regulation of collagen metabolic process	23	1
GO_BP	GO:0010715	regulation of extracellular matrix disassembly	23	1
GO_BP	GO:0010716	negative regulation of extracellular matrix disassembly	7	0
GO_BP	GO:0010717	regulation of epithelial to mesenchymal transition	98	1
GO_BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	54	1
GO_BP	GO:0010719	negative regulation of epithelial to mesenchymal transition	40	1
GO_BP	GO:0010720	positive regulation of cell development	351	1
GO_BP	GO:0010721	negative regulation of cell development	216	1
GO_BP	GO:0010724	regulation of definitive erythrocyte differentiation	2	0
GO_BP	GO:0010725	regulation of primitive erythrocyte differentiation	1	0
GO_BP	GO:0010727	negative regulation of hydrogen peroxide metabolic process	6	0
GO_BP	GO:0010728	regulation of hydrogen peroxide biosynthetic process	7	0
GO_BP	GO:0010729	positive regulation of hydrogen peroxide biosynthetic process	4	0
GO_BP	GO:0010730	negative regulation of hydrogen peroxide biosynthetic process	3	0
GO_BP	GO:0010732	regulation of protein glutathionylation	1	0
GO_BP	GO:0010734	negative regulation of protein glutathionylation	1	0
GO_BP	GO:0010742	macrophage derived foam cell differentiation	4	0
GO_BP	GO:0010743	regulation of macrophage derived foam cell differentiation	33	1
GO_BP	GO:0010744	positive regulation of macrophage derived foam cell differentiation	20	1
GO_BP	GO:0010745	negative regulation of macrophage derived foam cell differentiation	13	1
GO_BP	GO:0010746	regulation of long-chain fatty acid import across plasma membrane	6	0
GO_BP	GO:0010747	positive regulation of long-chain fatty acid import across plasma membrane	2	0
GO_BP	GO:0010748	negative regulation of long-chain fatty acid import across plasma membrane	4	0
GO_BP	GO:0010754	negative regulation of receptor guanylyl cyclase signaling pathway	5	0
GO_BP	GO:0010755	regulation of plasminogen activation	17	1
GO_BP	GO:0010756	positive regulation of plasminogen activation	8	0
GO_BP	GO:0010757	negative regulation of plasminogen activation	7	0
GO_BP	GO:0010758	regulation of macrophage chemotaxis	26	1
GO_BP	GO:0010759	positive regulation of macrophage chemotaxis	19	1
GO_BP	GO:0010760	negative regulation of macrophage chemotaxis	5	0
GO_BP	GO:0010761	fibroblast migration	7	0
GO_BP	GO:0010762	regulation of fibroblast migration	32	1
GO_BP	GO:0010763	positive regulation of fibroblast migration	13	1
GO_BP	GO:0010764	negative regulation of fibroblast migration	8	0
GO_BP	GO:0010765	positive regulation of sodium ion transport	30	1
GO_BP	GO:0010766	negative regulation of sodium ion transport	11	1
GO_BP	GO:0010770	positive regulation of cell morphogenesis	35	1
GO_BP	GO:0010771	negative regulation of cell morphogenesis	1	0
GO_BP	GO:0010774	meiotic strand invasion involved in reciprocal meiotic recombination	1	0
GO_BP	GO:0010780	meiotic DNA double-strand break formation involved in reciprocal meiotic recombination	1	0
GO_BP	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	6	0
GO_BP	GO:0010793	regulation of mRNA export from nucleus	7	0
GO_BP	GO:0010795	regulation of ubiquinone biosynthetic process	2	0
GO_BP	GO:0010799	regulation of peptidyl-threonine phosphorylation	12	1
GO_BP	GO:0010800	positive regulation of peptidyl-threonine phosphorylation	7	0
GO_BP	GO:0010801	negative regulation of peptidyl-threonine phosphorylation	5	0
GO_BP	GO:0010803	regulation of tumor necrosis factor-mediated signaling pathway	61	1
GO_BP	GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	27	1
GO_BP	GO:0010807	regulation of synaptic vesicle priming	10	1
GO_BP	GO:0010808	positive regulation of synaptic vesicle priming	2	0
GO_BP	GO:0010810	regulation of cell-substrate adhesion	199	1
GO_BP	GO:0010811	positive regulation of cell-substrate adhesion	109	1
GO_BP	GO:0010812	negative regulation of cell-substrate adhesion	59	1
GO_BP	GO:0010813	neuropeptide catabolic process	5	0
GO_BP	GO:0010814	substance P catabolic process	3	0
GO_BP	GO:0010815	bradykinin catabolic process	7	0
GO_BP	GO:0010816	calcitonin catabolic process	1	0
GO_BP	GO:0010817	regulation of hormone levels	497	1
GO_BP	GO:0010818	T cell chemotaxis	15	1
GO_BP	GO:0010819	regulation of T cell chemotaxis	13	1
GO_BP	GO:0010820	positive regulation of T cell chemotaxis	12	1
GO_BP	GO:0010821	regulation of mitochondrion organization	113	1
GO_BP	GO:0010824	regulation of centrosome duplication	51	1
GO_BP	GO:0010825	positive regulation of centrosome duplication	3	0
GO_BP	GO:0010826	negative regulation of centrosome duplication	11	1
GO_BP	GO:0010827	regulation of D-glucose transmembrane transport	62	1
GO_BP	GO:0010828	positive regulation of D-glucose transmembrane transport	39	1
GO_BP	GO:0010829	negative regulation of D-glucose transmembrane transport	17	1
GO_BP	GO:0010830	regulation of myotube differentiation	32	1
GO_BP	GO:0010831	positive regulation of myotube differentiation	10	1
GO_BP	GO:0010832	negative regulation of myotube differentiation	12	1
GO_BP	GO:0010833	telomere maintenance via telomere lengthening	29	1
GO_BP	GO:0010835	regulation of protein ADP-ribosylation	5	0
GO_BP	GO:0010836	negative regulation of protein ADP-ribosylation	2	0
GO_BP	GO:0010837	regulation of keratinocyte proliferation	33	1
GO_BP	GO:0010838	positive regulation of keratinocyte proliferation	14	1
GO_BP	GO:0010839	negative regulation of keratinocyte proliferation	8	0
GO_BP	GO:0010840	regulation of circadian sleep/wake cycle, wakefulness	6	0
GO_BP	GO:0010841	positive regulation of circadian sleep/wake cycle, wakefulness	4	0
GO_BP	GO:0010842	retina layer formation	19	1
GO_BP	GO:0010845	positive regulation of reciprocal meiotic recombination	3	0
GO_BP	GO:0010866	regulation of triglyceride biosynthetic process	19	1
GO_BP	GO:0010867	positive regulation of triglyceride biosynthetic process	13	1
GO_BP	GO:0010868	negative regulation of triglyceride biosynthetic process	4	0
GO_BP	GO:0010874	regulation of cholesterol efflux	38	1
GO_BP	GO:0010875	positive regulation of cholesterol efflux	26	1
GO_BP	GO:0010876	lipid localization	334	1
GO_BP	GO:0010877	lipid transport involved in lipid storage	2	0
GO_BP	GO:0010878	cholesterol storage	2	0
GO_BP	GO:0010879	cholesterol transport involved in cholesterol storage	1	0
GO_BP	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	31	1
GO_BP	GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	21	1
GO_BP	GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	30	1
GO_BP	GO:0010883	regulation of lipid storage	41	1
GO_BP	GO:0010884	positive regulation of lipid storage	19	1
GO_BP	GO:0010885	regulation of cholesterol storage	16	1
GO_BP	GO:0010886	positive regulation of cholesterol storage	7	0
GO_BP	GO:0010887	negative regulation of cholesterol storage	9	0
GO_BP	GO:0010888	negative regulation of lipid storage	18	1
GO_BP	GO:0010889	regulation of triglyceride storage	4	0
GO_BP	GO:0010890	positive regulation of triglyceride storage	3	0
GO_BP	GO:0010891	negative regulation of triglyceride storage	1	0
GO_BP	GO:0010893	positive regulation of steroid biosynthetic process	30	1
GO_BP	GO:0010894	negative regulation of steroid biosynthetic process	22	1
GO_BP	GO:0010896	regulation of triglyceride catabolic process	14	1
GO_BP	GO:0010897	negative regulation of triglyceride catabolic process	7	0
GO_BP	GO:0010898	positive regulation of triglyceride catabolic process	7	0
GO_BP	GO:0010899	regulation of phosphatidylcholine catabolic process	3	0
GO_BP	GO:0010900	negative regulation of phosphatidylcholine catabolic process	1	0
GO_BP	GO:0010901	regulation of very-low-density lipoprotein particle remodeling	8	0
GO_BP	GO:0010902	positive regulation of very-low-density lipoprotein particle remodeling	2	0
GO_BP	GO:0010903	negative regulation of very-low-density lipoprotein particle remodeling	6	0
GO_BP	GO:0010906	regulation of glucose metabolic process	79	1
GO_BP	GO:0010907	positive regulation of glucose metabolic process	39	1
GO_BP	GO:0010908	regulation of heparan sulfate proteoglycan biosynthetic process	4	0
GO_BP	GO:0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process	3	0
GO_BP	GO:0010915	regulation of very-low-density lipoprotein particle clearance	4	0
GO_BP	GO:0010916	negative regulation of very-low-density lipoprotein particle clearance	4	0
GO_BP	GO:0010917	negative regulation of mitochondrial membrane potential	11	1
GO_BP	GO:0010918	positive regulation of mitochondrial membrane potential	6	0
GO_BP	GO:0010919	regulation of inositol phosphate biosynthetic process	12	1
GO_BP	GO:0010920	negative regulation of inositol phosphate biosynthetic process	1	0
GO_BP	GO:0010921	regulation of phosphatase activity	10	1
GO_BP	GO:0010922	positive regulation of phosphatase activity	3	0
GO_BP	GO:0010923	negative regulation of phosphatase activity	5	0
GO_BP	GO:0010927	cellular component assembly involved in morphogenesis	110	1
GO_BP	GO:0010932	regulation of macrophage tolerance induction	1	0
GO_BP	GO:0010933	positive regulation of macrophage tolerance induction	1	0
GO_BP	GO:0010935	regulation of macrophage cytokine production	14	1
GO_BP	GO:0010936	negative regulation of macrophage cytokine production	5	0
GO_BP	GO:0010938	cytoplasmic microtubule depolymerization	1	0
GO_BP	GO:0010948	negative regulation of cell cycle process	253	1
GO_BP	GO:0010949	negative regulation of intestinal phytosterol absorption	2	0
GO_BP	GO:0010950	positive regulation of endopeptidase activity	6	0
GO_BP	GO:0010951	negative regulation of endopeptidase activity	8	0
GO_BP	GO:0010952	positive regulation of peptidase activity	10	1
GO_BP	GO:0010954	positive regulation of protein processing	25	1
GO_BP	GO:0010955	negative regulation of protein processing	19	1
GO_BP	GO:0010957	negative regulation of vitamin D biosynthetic process	4	0
GO_BP	GO:0010958	regulation of amino acid import across plasma membrane	14	1
GO_BP	GO:0010959	regulation of metal ion transport	307	1
GO_BP	GO:0010960	magnesium ion homeostasis	10	1
GO_BP	GO:0010961	intracellular magnesium ion homeostasis	3	0
GO_BP	GO:0010962	regulation of glucan biosynthetic process	29	1
GO_BP	GO:0010964	regulation of regulatory ncRNA-mediated heterochromatin formation	3	0
GO_BP	GO:0010965	regulation of mitotic sister chromatid separation	70	1
GO_BP	GO:0010966	regulation of phosphate transport	6	0
GO_BP	GO:0010967	regulation of polyamine biosynthetic process	1	0
GO_BP	GO:0010968	regulation of microtubule nucleation	19	1
GO_BP	GO:0010970	transport along microtubule	185	1
GO_BP	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	23	1
GO_BP	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	68	1
GO_BP	GO:0010975	regulation of neuron projection development	366	1
GO_BP	GO:0010976	positive regulation of neuron projection development	134	1
GO_BP	GO:0010977	negative regulation of neuron projection development	102	1
GO_BP	GO:0010982	regulation of high-density lipoprotein particle clearance	4	0
GO_BP	GO:0010983	positive regulation of high-density lipoprotein particle clearance	3	0
